,Composite Sample Number,Composite Sample Name,Sub-sample Number,Sub-sample Name,Brand,Pack size,Purchase Date,Place of Purchase,Display Until Date,Best Before Date,Batch Number,Packaging,Sample Condition As Purchased,Post Purchase Storage
845,40 ,"Runner beans, fresh, boiled  ",40.3 ,Asda Grower’s Selection runner beans  ,Asda Grower’s Selection  ,190g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Site: 550121 ASP1508525  ,Plastic  ,Chilled  ,Chilled  
847,40 ,"Runner beans, fresh, boiled  ",40.4 ,Sainsbury’s runner beans  ,Sainsbury’s  ,225g  ,09.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,P0698V 1043365 10.14  ,Plastic  ,Chilled  ,Chilled  
849,40 ,"Runner beans, fresh, boiled  ",40.5 ,Morrisons runner beans  ,Morrisons  ,180g  ,30.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,T47571/0514 1360/MWW  ,Plastic  ,Chilled  ,Chilled  
851,40 ,"Runner beans, fresh, boiled  ",40.6 ,Simply M&S runner beans  ,Simply M&S  ,300g  ,09.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,4848D  ,Plastic  ,Chilled  ,Chilled  
853,40 ,"Runner beans, fresh, boiled  ",40.7 ,Wood Farm runner beans  ,Wood Farm  ,250g  ,11.08.15  ,"Aldi, Larkman Lane, Norwich  ",Best before Date:  ,,Lot code: 3303 (3305C) supplier code: 03107 \MLS   ,Plastic  ,Chilled  ,Chilled  
855,40 ,"Runner beans, fresh, boiled  ",40.8 ,Asda Grower’s Selection runner beans  ,Asda Grower’s Selection  ,190g  ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Site: 550121 ASP1508525  ,Plastic  ,Chilled  ,Chilled  
857,40 ,"Runner beans, fresh, boiled  ",40.9 ,The Co -operative Loved by Us runner beans  ,The Co -operative Loved by Us  ,180g  ,09.11.15  ,"The Co -operative, Long Stratton , Norfolk  ",Best before Date:  ,,Supplied by M262B  ,Plastic  ,Chilled  ,Chilled  
859,40 ,"Runner beans, fresh, boiled  ",40.10  ,Greengrocer runner beans  ,Pack size:  ,Purchase Date:  ,11.08.15  ,"Independent greengrocer, Gloucester Street, Norwich  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,Chilled  
861,40 ,"Runner beans, fresh, boiled  ",40.11  ,Morrisons runner beans  ,Morrisons  ,180g  ,09.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,T47571/0514 1360/MWW  ,Plastic  ,Chilled  ,Chilled  
863,41 ,"Yam, fresh, boiled  ",41.1 ,Tesco yam  ,Tesco  ,Purchase Date:  ,30.10.15  ,"Tesco Superstore, Lewisham, London  ",Best before Date:  ,,8855  ,Loose  ,Ambient  ,21ºC controlled temperature room  
865,41 ,"Yam, fresh, boiled  ",41.2 ,Tesco yam  ,Tesco  ,Purchase Date:  ,19.11.15  ,"Tesco, South Tottenham, London  ",Best before Date:  ,,8855  ,Loose  ,Ambient  ,21ºC controlled temperature room  
867,41 ,"Yam, fresh, boiled  ",41.3 ,Tesco yam  ,Tesco  ,Purchase Date:  ,19.11.15  ,"Tesco South Tottenham, London  ",Best before Date:  ,,8855  ,Loose  ,Ambient  ,21ºC controlled temperature room  
869,41 ,"Yam, fresh, boiled  ",41.4 ,Spiceland yam  ,Spiceland  ,Purchase Date:  ,19.10.15  ,"Spiceland, Magdelen Street, Norwich  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,21ºC controlled temperature room  
871,41 ,"Yam, fresh, boiled  ",41.5 ,Foodland yam  ,Foodland  ,Purchase Date:  ,30.10.15  ,"Foodland, Brixton Market, London  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,21ºC controlled temperature room  
873,41 ,"Yam, fresh, boiled  ",41.6 ,Aziz Cash & Carry yam  ,Aziz Cash & Carry  ,Purchase Date:  ,30.10.15  ,"Aziz Cash &  Carry, Electric Avenue, Brixton  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,21ºC controlled temperature room  
875,41 ,"Yam, fresh, boiled  ",41.7 ,Asian Bazaar yam  ,Asian Bazaar  ,Purchase Date:  ,26.01.16  ,"Asian Bazaar, Magdalen Street, Norwich  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,21ºC controlled temperature room  
877,41 ,"Yam, fresh, boiled  ",41.8 ,Spice Land yam  ,Spice Land  ,Purchase Date:  ,26.01.16  ,"Spice Land, Dereham Road, Norwich  ",Best before Date:  ,,Packaging:  ,Loose  ,Ambient  ,21ºC controlled temperature room  
879,42 ,"Blackberries, raw  ",42.1 ,Tesco British blackberries  ,Tesco  ,350g  ,26.08.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:BY 12/H  ,Plastic  ,Chilled  ,Chilled  
881,42 ,"Blackberries, raw  ",42.2 ,Tesco British supersweet blackberries  ,Tesco  ,225g  ,26.08.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:KG54  ,Plastic  ,Chilled  ,Chilled  
883,42 ,"Blackberries, raw  ",42.3 ,Asda Grower’s Selection blackberries  ,Asda Grower’s Selection  ,150g  ,16.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Site: 423026 Batch: 31176  ,Plastic  ,Chilled  ,Chilled  
885,42 ,"Blackberries, raw  ",42.4 ,Sainsbury’s blackberries  ,Sainsbury’s  ,150g  ,02.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,A0800 L36 11.14  ,Plastic  ,Chilled  ,Chilled  
887,42 ,"Blackberries, raw  ",42.5 ,Morrisons blackberries  ,Morrisons  ,150g  ,02.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,1126BGP135  ,Plastic  ,Chilled  ,Chilled  
889,42 ,"Blackberries, raw  ",42.6 ,M&S blackberries  ,Marks & Spencer  ,150g  ,09.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before  Date:  ,,4016M  ,Plastic  ,Chilled  ,Chilled  
891,42 ,"Blackberries, raw  ",42.7 ,Driscoll’s blackberries  ,Driscoll’s of Europe  ,125g  ,26.08.15  ,"Lidl, Drayton Road, Norwich  ",Best before Date:  ,,L34-06 KG19  ,Plastic  ,Chilled  ,Chilled  
893,42 ,"Blackberries, raw  ",42.8 ,Sainsbury’s blackberries  ,Sainsbury’s  ,150g  ,02.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,A0800 L9   ,Plastic  ,Chilled  ,Chilled  
895,42 ,"Blackberries, raw  ",42.9 ,Tesco British blackberries  ,Tesco  ,150g  ,28.08.15  ,"Tesco Express, Westlegate, Norwich  ",Best before Date:  ,,SC:BY 12/H   ,Plastic  ,Chilled  ,Chilled  
897,42 ,"Blackberries, raw  ",42.10  ,Market blackberries  ,Pack size:  ,Purchase Date:  ,28.08.15  ,"Independent  Market Stall, Norwich Market  ",Best before Date:  ,,Packaging:  ,Plastic  ,Chilled  ,Chilled  
899,42 ,"Blackberries, raw  ",42.11  ,Bidvest Foodservice blackberries  ,Bidvest Foodservice  ,Purchase Date:  ,24.08.15  ,Bidvest Foodservice delivery  ,Best before Date:  ,,Packaging:  ,Plastic  ,Chilled  ,Chilled  
901,43 ,"Rhubarb, stewed without sugar  ",43.1 ,Tesco British rhubarb  ,Tesco  ,400g  ,17.08.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC: BOB01  ,Plastic  ,Ambient  ,21°C controlled temperature room  
903,43 ,"Rhubarb, stewed without sugar  ",43.2 ,Tesco British rhubarb  ,Tesco  ,400g  ,16.10.15  ,,Best before Date:  ,,SC: BOB01  ,Plastic  ,Ambient  ,Chilled  
905,43 ,"Rhubarb, stewed without sugar  ",43.3 ,Asda Grower’s Selection British rhubarb  ,Asda Grower’s Selection  ,400g  ,17.08.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,ASP1419268 batch: 3403  ,Plastic  ,Chilled  ,Chilled  
907,43 ,"Rhubarb, stewed without sugar  ",43.4 ,Sainsbury’s British rhubarb  ,Sainsbury’s  ,400g  ,17.08.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,A0433M  ,Plastic  ,Ambient  ,Chilled  
909,43 ,"Rhubarb, stewed without sugar  ",43.5 ,Sainsbury’s British rhubarb  ,Sainsbury’s  ,400g  ,13.01.16  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,A0433M  ,Plastic  ,Ambient  ,Chilled  
911,43 ,"Rhubarb, stewed without sugar  ",43.6 ,Morrisons Yorkshire rhubarb  ,Morrisons  ,450g  ,17.08.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,2230/DWE T50992/0215  ,Plastic  ,Chilled  ,Chilled  
913,43 ,"Rhubarb, stewed without sugar  ",43.7 ,Waitrose Cooks’ Ingredients particularly pink forced ,Waitrose Cooks’ Ingredients  ,400g  ,05.01.16  ,"Waitrose, Eaton , Norwich  ",08.01.16  ,,5096/101 06.15 111AAJ  ,Plastic  ,Ambient  ,Chilled  
915,43 ,"Rhubarb, stewed without sugar  ",43.8 ,Swithenbank rhubarb  ,Swithenbank  ,1kg ,24.08.15  ,Bidvest Foodservice delivery  ,Best before Date:  ,,Product code: 75295; trace code: H084421  ,Loose in paper  ,Ambient  ,Chilled  
917,43 ,"Rhubarb, stewed without sugar  ",43.9 ,,Tesco  ,400g  ,05.01.16  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:SFC04  ,Plastic  ,Ambient  ,Chilled  
919,43 ,"Rhubarb, stewed without sugar  ",43.10  ,Tesco rhubarb  ,Tesco  ,400g  ,05.01.16  ,,Best before Date:  ,,SC: SFC02  ,Plastic  ,Ambient  ,Chilled  
921,43 ,"Rhubarb, stewed without sugar  ",43.11  ,Morrisons Yorkshire rhubarb  ,Morrisons  ,400g  ,02.02.16  ,"Morrisons, Wymondham , Norfolk  ",Best before Date:  ,,2230/DWE T50992/0215  ,Plastic  ,Chilled  ,Chilled  
923,44 ,"Papaya, ripe, raw , flesh only  ",44.1 ,Tesco perfectly ripe papaya  ,Tesco  ,Purchase Date:  ,05.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:WD03  ,Loose  ,Ambient  ,Chilled  
925,44 ,"Papaya, ripe, raw, flesh only  ",44.2 ,Tesco papaya  ,Tesco  ,Purchase Date:  ,19.10.15  ,"Tesco Extra, Blue Boar Road, Norwich  ",Best before Date:  ,,SC:WD03  ,Plastic  ,Chilled  ,Chilled  
927,44 ,"Papaya, ripe, raw, flesh only  ",44.3 ,Asda Grower’s Selection papaya  ,Asda Grower’s Selection  ,2 fruits  ,07.12.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,56046 grower code: 500056 ASP1508521  ,Plastic  ,Chilled  ,Chilled  
929,44 ,"Papaya, ripe, raw, flesh only  ",44.4 ,Sainsbury’s ripe and ready papaya  ,Sainsbury’s  ,Purchase Date:  ,05.10.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W0710S 7567239 12.14  ,Plastic  ,Chilled  ,Chilled  
931,44 ,"Papaya, ripe, raw, flesh only  ",44.5 ,Morrisons papaya  ,Morrisons  ,Purchase Date:  ,05.10.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,35422  ,Loose  ,Chilled  ,21ºC controlled temperature room  
933,44 ,"Papaya, ripe, raw, flesh only  ",44.6 ,Waitrose papaya  ,Waitrose  ,Purchase Date:  ,19.10.15  ,"Waitrose, Eaton , Norwich  ",22.10.15  ,,0119 1653  ,Loose  ,Chilled  ,Chilled  
935,44 ,"Papaya, ripe, raw, flesh only  ",44.7 ,Tesco perfectly ripe papaya  ,Tesco  ,Purchase Date:  ,07.12.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:WD03  ,Loose  ,Ambient  ,Chilled  
937,44 ,"Papaya, ripe, raw, flesh only  ",44.8 ,Tesco perfectly ripe papaya  ,Tesco  ,Purchase Date:  ,07.12.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:WD03  ,Loose  ,Ambient  ,Chilled  
939,44 ,"Papaya, ripe, raw, flesh only  ",44.9 ,Papaya Coribe papaya  ,Papaya Coribe  ,Purchase Date:  ,19.10.15  ,"Asian Store, Magdalen Street, Norwich  ",Best before Date:  ,,PLU3112  ,Loose  ,Ambient  ,Chilled  
941,44 ,"Papaya, ripe, raw, flesh only  ",44.10  ,Tesco perfectly ripe papaya  ,Tesco  ,Purchase Date:  ,05.01.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:WD03  ,Loose  ,Ambient  ,Chilled  
943,44 ,"Papaya, ripe, raw, flesh only  ",44.11  ,Sainsbury’s giant papaya  ,Sainsbury’s  ,Purchase Date:  ,07.12.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,W0710S 9089  ,Loose  ,Chilled  ,Chilled  
945,45 ,"Radish, raw  ",45.1 ,Tesco British radish  ,Tesco  ,240g  ,19.10.15  ,"Tesco, Blue Boar Road, Norwich  ",Best before Date:  ,,SC:GS01  ,Plastic  ,Ambient  ,Chilled  
947,45 ,"Radish, raw  ",45.2 ,Tesco radish  ,Tesco  ,240g  ,07.12.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,SC:GS01  ,Plastic  ,Chilled  ,Chilled  
949,45 ,"Radish, raw  ",45.3 ,Asda Grower’s Selection British radishes  ,Asda Grower’s Selection  ,200g  ,19.10.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Site:350000 ASP1418585  ,Plastic  ,Chilled  ,Chilled  
951,45 ,"Radish, raw  ",45.4 ,Sainsbury’s British radishes  ,Sainsbury’s  ,200g  ,19.10.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,G0630 A 6773856 08.14  ,Plastic  ,Chilled  ,Chilled  
953,45 ,"Radish, raw  ",45.5 ,Morrisons radishes  ,Morrisons  ,200g  ,07.12.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,184751A GB1 RAD07 33915 PV 0258 T53810/0215  ,Plastic  ,Chilled  ,Chilled  
955,45 ,"Radish, raw  ",45.6 ,Simply M&S British radishes  ,Simply M&S  ,200g  ,19.10.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,SC1816  ,Plastic  ,Chilled  ,Chilled  
957,45 ,"Radish, raw  ",45.7 ,Oaklands British radish  ,Oaklands  ,250g  ,19.10.15  ,"Lidl, Drayton Road, Norwich  ",Best before Date:  ,,4204 W1922  ,Plastic  ,Chilled  ,Chilled  
959,45 ,"Radish, raw  ",45.8 ,Asda Grower’s Selection radishes  ,Asda Grower’s Selection  ,200g  ,07.12.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Site:350001 ASP1418702  ,Plastic  ,Chilled  ,Chilled  
961,45 ,"Radish, raw  ",45.9 ,The Co -operative Loved by Us radish  ,The Co -operative Loved by Us  ,200g  ,09.11.15  ,"The Co -operative, Long Stratton , Norfolk  ",Best before Date:  ,,Supplied by: M060J DKCM113  ,Plastic  ,Chilled  ,Chilled  
963,45 ,"Radish, raw  ",45.10  ,Farm Shop radishes  ,Pack size:  ,Purchase Date:  ,13.10.15  ,"Independent Farm Shop, Mulbarton , Norfolk  ",Best before Date:  ,,Packaging:  ,Loose/bunch  ,Ambient  ,Chilled  
965,46 ,"Prunes, ready to eat, semi -dried  ",46.1 ,Tesco ready to eat pitted prunes  ,Tesco  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5292 740 1 16:49  ,Plastic  ,Ambient  ,Ambient  
967,46 ,"Prunes, ready to eat, semi -dried  ",46.2 ,Tesco Whole Foods soft prunes  ,Tesco Whole Foods  ,250g  ,27.11.15  ,"Tesco, online delivery  ",Best before Date:  ,,L15294L403 08:09  ,Plastic  ,Ambient  ,Ambient  
969,46 ,"Prunes, ready to eat, semi -dried  ",46.3 ,Asda good & balanced prunes  ,Asda good & balanced  ,250g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,L5 246 H1 62 14:46 ASP1409400 MQE  ,Plastic  ,,Ambient  
971,46 ,"Prunes, ready to eat, semi -dried  ",46.4 ,Sainsbury’s prunes  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5294 770 1 13:12 07614700  W0299 08.14  ,Plastic  ,Ambient  ,Ambient  
973,46 ,"Prunes, ready to eat, semi -dried  ",46.5 ,"Morrisons, dried pitted prunes  ",Morrisons  ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,Lot:17435 5246 N9 11092 P06/14 .0212  ,Plastic  ,Ambient  ,Ambient  
975,46 ,"Prunes, ready to eat, semi -dried  ",46.6 ,Cook with M&S A gen prunes  ,Cook with M&S  ,250g  ,09.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,L5258 520 1 09:52 SC6419  ,Plastic  ,Ambient  ,Ambient  
977,46 ,"Prunes, ready to eat, semi -dried  ",46.7 ,The Co -operative Loved by Us dried prunes  ,The Co -operative Loved by Us  ,250g  ,09.11.15  ,"The Co -operative, Long Stratton , Norfolk  ",Best before Date:  ,,15224 86872 GE13900/1/1  ,Plastic  ,Ambient  ,Ambient  
979,46 ,"Prunes, ready to eat, semi -dried  ",46.8 ,Whitworths juicy prunes  ,Whitworths  ,200g  ,30.11.15  ,Sainsbury’s online delivery  ,Best before Date:  ,,L5258 7451  ,Plastic  ,Ambient  ,Ambient  
981,46 ,"Prunes, ready to eat, semi -dried  ",46.9 ,Whitworths snack on Chilean orchard prunes  ,Whitworths  ,200g  ,05.01.16  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5364 7453  ,Plastic  ,Ambient  ,Ambient  
983,46 ,"Prunes, ready to eat, semi -dried  ",46.10  ,Whitworths snack on Chilean orchard prunes  ,Whitworths  ,200g  ,13.01.16  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5364 7453  ,Plastic  ,Ambient  ,Ambient  
985,47 ,"Apricots, ready to eat, semi -dried  ",47.1 ,Tesco Whole Foods ready to eat apricots  ,Tesco Whole Foods   ,500g  ,28.01.16  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L6015 765 2 14:43  ,Plastic  ,Ambient  ,Ambient  
987,47 ,"Apricots, ready to eat, semi -dried  ",47.2 ,Tesco ready to eat apricots  ,Tesco   ,500g  ,30.11.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,5273 N8 Lot: 2881  ,Plastic  ,Ambient  ,Ambient  
989,47 ,"Apricots, ready to eat, semi -dried  ",47.3 ,Asda Good & Balanced apricots  ,Asda Good & Balanced  ,250g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,5174 N9 Lot: 2837 ASP1409407  ,Plastic  ,Ambient  ,Ambient  
991,47 ,"Apricots, ready to eat, semi -dried  ",47.4 ,Sainsbury’s apricots  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5307 765 2 18:18 07614709 W0299 14.15  ,Plastic  ,Ambient  ,Ambient  
993,47 ,"Apricots, ready to eat, semi -dried  ",47.5 ,Morrisons Wholefoods soft apricots  ,Morrisons Wholefoods  ,500g  ,30.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,5225 N9 Lot: 2863 11092 -0003 P05/14 101765  ,Plastic  ,Ambient  ,Ambient  
995,47 ,"Apricots, ready to eat, semi -dried  ",47.6 ,Marks & Spencer soft apricots  ,Marks & Spencer  ,425g  ,03.02.16  ,"Marks & Spencer, Longwater Retail Park, Norwich  ",Best before Date:  ,,05:02 SC4808  ,Plastic  ,,Ambient  
997,47 ,"Apricots, ready to eat, semi -dried  ",47.7 ,Neal’s Yard Wholefoods ready to eat apricots  ,Neal’s Yard Wholefoods  ,250g  ,18.01.16  ,Holland and Barrett delivery  ,Best before Date:  ,,L5237 H1 63 08:34  ,Plastic  ,Ambient  ,Ambient  
999,47 ,"Apricots, ready to eat, semi -dried  ",47.8 ,Whitworths soft apricots  ,Whitworths  ,140g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5294 7451  ,Plastic  ,Ambient  ,Ambient  
1001,47 ,"Apricots, ready to eat, semi -dried  ",47.9 ,Whitworths snack on golden Malatya apricots  ,Whitworths  ,140g  ,30.11.15  ,Sainsbury’s online delivery  ,Best before Date:  ,,L5316 7451  ,Plastic  ,Ambient  ,Ambient  
1003,47 ,"Apricots, ready to eat, semi -dried  ",47.10  ,Whitworths snack on golden Malatya apricots  ,Whitworths  ,140g  ,05.01.16  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5323 00:11 51925/A  ,Plastic  ,Ambient  ,Ambient  
1005,48 ,"Raisins, dried  ",48.1 ,Tesco Californian seedless raisins  ,Tesco  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5265 737 1 05:44  ,Mixed material  ,Ambient  ,Ambient  
1007,48 ,"Raisins, dried  ",48.2 ,Tesco Whole Foods thompson raisins  ,Tesco Whole Foods  ,150g  ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,L5019014 12:04  ,Plastic  ,Ambient  ,Ambient  
1009,48 ,"Raisins, dried  ",48.3 ,Asda Chosen  by Kids 12 mini raisin snack boxes  ,Asda Chosen by Kids  ,168g (12x14g)  ,30.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,51189/G 5237 ASP1218237  ,Plastic  ,Ambient  ,Ambient  
1011,48 ,"Raisins, dried  ",48.4 ,Sainsbury’s jumbo raisin mix  ,Sainsbury’s  ,250g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,L5275 770 3 19:42 079614390 W0299 08.14  ,Plastic  ,Ambient  ,Ambient  
1013,48 ,"Raisins, dried  ",48.5 ,Morrisons raisins  ,Morrisons  ,500g  ,16.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,14-302 2185 11092 P06/14 102119  ,Plastic  ,Ambient  ,Ambient  
1015,48 ,"Raisins, dried  ",48.6 ,Belbake Californian seedless raisins  ,Belbake  ,500g  ,09.11.15  ,"Lidl, Drayton Road, Norwich  ",Best before Date:  ,,5299  ,Plastic  ,Ambient  ,Ambient  
1017,48 ,"Raisins, dried  ",48.7 ,Holland & Barrett genius seedless raisins  ,Holland & Barrett  ,250g  ,19.12.15  ,"Holland & Barrett, Camberwell Green, London  ",Best before Date:  ,,15265 11:09 5 95171 29284/01  ,Plastic  ,Ambient  ,Ambient  
1019,48 ,"Raisins, dried  ",48.8 ,Curtis raisins  ,Curtis  ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,15224 L4  ,Plastic  ,,Ambient  
1021,48 ,"Raisins, dried  ",48.9 ,Whitworths sunny raisin  ,Whitworths  ,112g (8x14g)  ,16.11.15  ,"Tesco, Blue Boar Road, Norwich  ",Best before Date:  ,,51498/B L5271AT  ,Plastic  ,Ambient  ,Ambient  
1023,48 ,"Raisins, dried  ",48.10  ,Sun Maid natural California raisins  ,Sun Maid  ,500g  ,16.11.15  ,"Tesco Extra, Blue Boar Road, Norwich  ",Best before Date:  ,,2790 09 804  ,Plastic  ,Ambient  ,Ambient  
1025,49 ,"Lentils, split, dried, raw  ",49.1 ,Tesco Whole Foods red split lentils  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5282 8 651 ,Mixed material  ,Ambient  ,Ambient  
1027,49 ,"Lentils, split, dried, raw  ",49.2 ,Tesco Aasani red split lentils  ,Tesco  ,2kg ,16.11.15  ,"Tesco, Blue Boar Road, Norwich  ",Best before Date:  ,,L5131 8501  ,Plastic  ,Ambient  ,Ambient  
1029,49 ,"Lentils, split, dried, raw  ",49.3 ,Asda Good & Balanced red lentils  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot 5285 C3 11:23 ASP1410189  ,Plastic  ,Ambient  ,Ambient  
1031,49 ,"Lentils, split, dried, raw ",49.4 ,Sainsbury’s red lentils  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5275 -N 01135817 51071 06.14  ,Plastic  ,Ambient  ,Ambient  
1033,49 ,"Lentils, split, dried, raw  ",49.5 ,Morrisons Wholefoods red split lentils  ,Morrisons Wholefoods  ,500g  ,30.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,L5323 8701 9905 T53410/0115  ,Plastic  ,Ambient  ,Ambient  
1035,49 ,"Lentils, split, dried, raw  ",49.6 ,Simply M&S red split lentils  ,Simply M&S  ,500g  ,30.11.15  ,"Marks & Spencer, Sweet Briar Retail Park, Norwich  ",Best before Date:  ,,L5257 8701  ,Plastic  ,Ambient  ,Ambient  
1037,49 ,"Lentils, split, dried, raw  ",49.7 ,Natco red lentils  ,Natco  ,1kg ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,Prod: Nov 2015 151112 -BN0004  ,Plastic  ,Ambient  ,Ambient  
1039,49 ,"Lentils, split, dried, raw  ",49.8 ,KTC red lentils  ,KTC ,2kg ,16.11.15  ,"Booker, Norwich  ",Best before Date:  ,,GRN 2812 N320151P  ,Plastic  ,Ambient  ,Ambient  
1041,49 ,"Lentils, split, dried, raw ",49.9 ,Great Scot red split lentils  ,Great Scot  ,500g  ,16.11.15  ,"Tesco Extra, Blue Boar Lane, Norwich  ",Best before Date:  ,,L5302 8122  ,Plastic  ,Ambient  ,Ambient  
1043,49 ,"Lentils, split, dried, raw  ",49.10  ,East End red split lentils  ,East End  ,500g  ,27.11.15  ,Tesco online delivery  ,Best before Date:  ,,5300 brick pack  ,Plastic  ,Ambient  ,Ambient  
1045,,"Lentils, split, dried, boiled  ",50.1 ,Tesco Whole Foods red split lentils  ,Tesco Whole Foods  ,500g  ,26.10.15  ,"Tesco, Harford Bridges, Norwich  ",Best before Date:  ,,L5282 8 651 ,Mixed material  ,Ambient  ,Ambient  
1047,50 ,"Lentils, split, dried, boiled  ",50.2 ,Tesco Aasani red split lentils  ,Tesco  ,2kg ,16.11.15  ,"Tesco, Blue Boar Road, Norwich  ",,,L5131 8501  ,Plastic  ,Ambient  ,Ambient  
1049,50 ,"Lentils, split, dried, boiled  ",50.3 ,Asda Good & Balanced red lentils  ,Asda Good & Balanced  ,500g  ,09.11.15  ,"Asda, Boundary Road, Norwich  ",Best before Date:  ,,Lot 5285 C3 11:23 ASP1410189  ,Plastic  ,Ambient  ,Ambient  
1051,50 ,"Lentils, split, dried, boiled  ",50.4 ,Sainsbury’s red lentils  ,Sainsbury’s  ,500g  ,16.11.15  ,"Sainsbury’s, Longwater Retail Park, Norwich  ",Best before Date:  ,,5275 -N 01135817 51071 06.14  ,Plastic  ,Ambient  ,Ambient  
1053,50 ,"Lentils, split, dried, boiled  ",50.5 ,Morrisons Wholefoods red split lentils  ,Morrisons Wholefoods  ,500g  ,30.11.15  ,"Morrisons, Albion Way, Norwich  ",Best before Date:  ,,L5323 8701 9905 T53410/0115  ,Plastic  ,Ambient  ,Ambient  
