Food Code,Food Name,Description,Group,Previous,Main data references,Footnote,Energy (kJ),Energy (kcal),Fat (g),Saturates (g),Carbohydrate (g),Sugars (g),Starch (g),Fibre (g),Protein (g),Salt (g),Food_Category,Super_Category,FPS_Weight,FVS_Weight,Standardized_Weight
14-805,"Barcelona nuts, kernel only, weighed with shells",Calculated from 14-804,GA,,"MW4, 1978. Values reviewed for Fruit and Nuts Supplement, 1992",,1690,410,39.7,2.85,3,2,1,4.3,8.0,0.01,Nuts and seeds,Plant-based foods,,,
17-844,"Barley water, diluted",Calculated from 50g concentrate to 200ml water,PCC,17-186 ,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,77,18,0.0,0,4.5,4.1,0.4,0,0.1,0.01,Non-alcoholic beverages,Beverages,,,
17-743,"Barley water, undiluted",Orange and lemon flavours,PCC,17-185 ,"Miscellaneous Foods Supplement, 1994; and industry data, 2013",,388,91,0.0,0,22.5,20.5,2,0,0.3,0.04,Non-alcoholic beverages,Beverages,,,
11-003,"Barley, pearl, boiled","2 samples from different shops, boiled in water",AA,,"MW4, 1978. Reviewed 2014",,548,130,0.6,0.09,25.5,0.4,25.1,5.4,2.9,0,Oils and fats,Other,,,
11-002,"Barley, pearl, raw",2 samples from different shops; literature sources,AA,  ,"MW4, 1978. Reviewed 2014",,1341,318,1.7,0.24,60.6,1,59.6,13.1,8.4,0.01,Uncategorized,Other,,,
13-805,"Basil, dried, ground",Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,866,209,4.0,0.2,10.1,1.7,8.4,37.7,14.4,0.09,Uncategorized,Other,,,
13-804,"Basil, fresh",6 samples and literature sources,H,,"Reviewed 2013. LGC, Fruit and Vegetables, 1989-1990; Polacchi et al. (1982) Food composition tables for the near east; and Wu Leung et al. (1972) Food composition table for use in East Asia",,114,27,0.8,0.04,1.1,0.3,0.8,1.6,3.1,0.02,Uncategorized,Other,,,
16-386,"Bass, sea, flesh only, baked","10 samples, 10 products, frozen and chilled",JA,,"DH, Nutrient analysis of fish and fish products, 2013",,646,154,6.8,1.47,0,0,0,0,23.2,0.2,Bakery products,Processed foods,,,
16-463,"Bass, sea, flesh only, baked, weighed with bones and skin",Calculated from baked 16-386 using edible conversion factor 0.89,JA,,"DH, Nutrient analysis of fish and fish products, 2013",,576,137,6.1,1.31,0,0,0,0,20.6,0.18,Bakery products,Processed foods,,,
16-385,"Bass, sea, flesh only, raw","10 samples, 10 products, frozen and chilled",JA,,"DH, Nutrient analysis of fish and fish products, 2013",,703,168,9.8,2.16,0,0,0,0,20.0,0.18,Uncategorized,Other,,,
16-464,"Bass, sea, flesh only, raw, weighed with bones and skin",Calculated from 16-385 using edible conversion factor of 0.86,JA,,"DH, Nutrient analysis of fish and fish products, 2013",,608,146,8.4,1.86,0,0,0,0,17.5,0.16,Uncategorized,Other,,,
13-806,"Bay leaf, dried","Reviewed 2013. LGC, Fruit and Vegetables, 1989-1990; Polacchi et al. (1982) Food composition tables for the near east; and Leung et al. (1972) Food composition table for use in East Asia",H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",,1477,353,8.4,2.3,48.6,48.6,0,26.3,7.6,0.06,Uncategorized,Other,3.0,,3.0
15-664,"Bean loaf, mixed beans, homemade",Recipe from dietary survey records,DR,15-387 ,Updated 2014,,640,153,7.2,0.59,13,3.4,9.5,4.3,6.9,0.01,Legumes,Plant-based foods,,,
15-665,"Beanburger, aduki, fried in rapeseed oil, homemade",Recipe,DR,15-388 ,Updated 2014,,813,194,7.3,N,21.7,2.2,19.5,4.4,8.2,0.52,Nuts and seeds,Plant-based foods,,,
15-666,"Beanburger, butter bean, fried in rapeseed oil, homemade",Recipe,DR,15-389 ,Updated 2014,,829,199,10.6,0.85,18,2.9,14.7,4,5.8,0.18,Nuts and seeds,Plant-based foods,,,
15-667,"Beanburger, red kidney bean, fried in rapeseed oil",Recipe from Leeds Polytechnic,DR,15-390 ,Updated 2014,,875,210,10.7,0.85,19.6,2.5,16.1,4.8,6.3,0.18,Nuts and seeds,Plant-based foods,,,
15-668,"Beanburger, soya, fried in rapeseed oil",Recipe from review of recipe collection,DR,15-366 ,Updated 2014,,843,202,10.7,1.18,13.5,3.7,9,4.6,10.6,0.5,Nuts and seeds,Plant-based foods,,,
13-042,"Beans, aduki, whole, dried, boiled in unsalted water",Analysis and calculation from dried,DB,50-693 ,"LGC, Fruit and vegetables, 1989-1990",,587,140,0.2,0.12,19.3,0.4,18.9,11.8,9.3,0.01,Legumes,Plant-based foods,,,
13-041,"Beans, aduki, whole, dried, raw","6 samples, whole beans",DB,50-692 ,"LGC, Fruit and vegetables, 1989-1990",,1206,286,0.5,0.19,41.6,1,40.6,17.8,19.9,0.01,Legumes,Plant-based foods,,,
13-049,"Beans, balor, ends trimmed, raw",5 samples,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,129,31,0.1,0,2.9,2.4,0.5,3.5,2.8,0,Legumes,Plant-based foods,,,
13-063,"Beans, blackeye, whole, dried, boiled in unsalted water",Soaked and boiled,DB,50-701 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",,535,127,0.7,0.2,18.1,1,16.4,6.5,8.8,0.01,Legumes,Plant-based foods,,,
13-062,"Beans, blackeye, whole, dried, raw",Analysis and literature sources,DB,50-700 ,"LGC, Fruit and vegetables, 1989-1990",,1325,313,1.6,0.5,46,2.8,43.2,10.6,23.5,0.04,Legumes,Plant-based foods,,,
13-067,"Beans, broad, dried, raw",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1258,301,2.1,0.3,27.9,5.7,22.2,32.9,26.1,0.03,Legumes,Plant-based foods,,,
13-648,"Beans, broad, whole, boiled in unsalted water","11 samples, UK, fresh. Removed from pods and boiled for 3-10 minutes",DB,13-066,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,453,108,1.0,0.13,11.2,1,10.2,9,9.0,0.01,Legumes,Plant-based foods,,,
13-064,"Beans, broad, whole, raw",Without pods,DB,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,293,70,1.0,0.1,6.2,1.3,4.9,6.7,5.8,0,Legumes,Plant-based foods,,,
13-559,"Beans, butter, canned, re-heated, drained","10 cans, 5 brands, no added salt",DB,13-429 ,"Reviewed 2013. Vegetable, Herbs and Spice Supplement, 1991; and industry data, 2013. Selenium estimated from SAC 'Analysis of foods for Selenium' 1994 MAFF Project 2B006",,375,89,0.5,0.1,11,1,9.9,8.6,5.9,0,Legumes,Plant-based foods,,,
13-663,"Beans, butter, dried, boiled in unsalted water","7 samples, 6 products, soaked and boiled for 25-75 minutes",DB,13-071,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,529,126,1.1,0.18,15.3,1.3,14,11.2,8.1,0,Legumes,Plant-based foods,,,
13-070,"Beans, butter, dried, raw",Analysis and literature sources,DB,,"As Vegetables, Herbs and Spices Supplement, 1991 13-062",,1337,318,1.7,0.4,45.4,3.4,42,22.1,19.1,0.1,Legumes,Plant-based foods,,,
13-666,"Beans, cannellini, canned, re-heated, drained","10 samples, 7 products, canned in water, no added salt. Heated for 3-5 minutes before draining",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,488,116,1.6,0.27,14.5,0.7,13.8,6.8,7.6,0.02,Legumes,Plant-based foods,,,
13-670,"Beans, chick peas, canned, re-heated, drained","Fibre only analysed. 10 samples, 7 products, whole peas, canned in water, no added salt. Heated for 3-5 minutes before draining",DB,13-560,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,595,142,3.0,0.29,16.7,0.7,16,7.1,8.4,0,Legumes,Plant-based foods,,,
13-077,"Beans, chick peas, Kabuli, split, dried, boiled in unsalted water",Soaked and boiled,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,527,126,2.0,0.2,15.4,1,14.5,7.6,7.7,0.01,Legumes,Plant-based foods,,,
13-076,"Beans, chick peas, Kabuli, split, dried, raw",No seed coat. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1444,343,5.4,0.5,42.3,2.5,39.8,17.4,22.7,0.1,Legumes,Plant-based foods,,,
13-662,"Beans, chick peas, Kabuli, whole, dried, boiled in unsalted water","10 samples, 10 products, soaked and boiled for 45-100 minutes",DB,13-430,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,623,149,3.0,0.29,16.7,0.7,16,10.6,8.4,0,Legumes,Plant-based foods,,,
13-074,"Beans, chick peas, Kabuli, whole, dried, raw",Analytical and literature sources.,DB,50-704 ,"LGC, Fruit and vegetables, 1989-1990. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1450,345,5.4,0.5,42.3,2.5,39.8,20.9,21.4,0.1,Legumes,Plant-based foods,,,
13-080,"Beans, cluster, raw",5 samples. Ends trimmed,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,158,38,0.1,0,3,2.9,0.1,7.3,2.6,0,Legumes,Plant-based foods,,,
13-667,"Beans, edamame, frozen, boiled in unsalted water","7 samples, 5 products, including shelled and in pods. Boiled for 3-6 minutes, pods discarded ",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,657,158,7.6,0.85,6,2.5,3.5,5.9,13.3,0.01,Legumes,Plant-based foods,,500.0,500.0
13-515,"Beans, green, boiled in unsalted water","As raw, boiled for 3-6 minutes, not runner bean",DB,13-432 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,146,35,0.3,0.06,3.8,3,0.8,4.1,2.1,0,Legumes,Plant-based foods,,,
13-514,"Beans, green, raw","22 samples, autumn and winter, UK grown and imported, pre-packed and loose, including dwarf, fine and extra fine, not runner bean",DB,13-431 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,133,32,0.4,0.08,3.1,2.2,0.9,3.4,2.1,0,Legumes,Plant-based foods,,,
13-665,"Beans, haricot, canned, re-heated, drained","6 samples, 4 products, canned in water, no added salt. Heated for 2-5 minutes before draining",DB,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,454,108,1.0,0.2,14.2,0.6,13.6,6.8,7.1,0.02,Legumes,Plant-based foods,,,
13-087,"Beans, haricot, whole, dried, boiled in unsalted water","Soaked 24 hours, boiled 2 hours",DB,,"MW4, 1978. Values revised for Vegetables, Herbs and Spices Supplement, 1991",,443,105,0.5,0.1,15.1,0.8,14.4,6.8,6.6,0.04,Legumes,Plant-based foods,,,
13-086,"Beans, haricot, whole, dried, raw",Whole beans,DB,,"MW4, 1978. Values revised for Vegetables, Herbs and Spices Supplement, 1991",,1280,304,1.6,0.3,41.5,2.7,38.8,19,21.4,0.11,Legumes,Plant-based foods,,,
13-099,"Beans, mung, dahl, dried, boiled in unsalted water","Split beans, no seed coat, soaked and boiled. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,435,103,0.4,0.1,13.3,0.5,12.8,7.7,7.8,0.01,Legumes,Plant-based foods,,,
13-098,"Beans, mung, dahl, dried, raw","Split beans, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1333,317,1.1,0.3,38.6,1.5,37.2,22.5,26.8,0.03,Legumes,Plant-based foods,,,
13-664,"Beans, mung, whole, dried, boiled in unsalted water","6 samples, 6 products, soaked and boiled for 30-45 minutes",DB,13-097,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,466,111,0.7,0.18,14.4,0.4,14,6.1,8.6,0,Legumes,Plant-based foods,,,
13-096,"Beans, mung, whole, dried, raw",Literature sources,DB,50-714 ,"Vegetables, Herbs and Spices Supplement, 1991",,1305,310,1.1,0.3,38.6,1.5,37.2,25.5,23.8,0.03,Legumes,Plant-based foods,,,
13-100,"Beans, papri, raw",Ends trimmed; 5 samples,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,233,56,0.3,0.06,4,1.8,2.2,7.7,5.4,0,Legumes,Plant-based foods,21.0,,21.0
13-105,"Beans, pigeon peas, dahl, dried, boiled in unsalted water","Soaked and boiled. Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,530,125,0.5,0.1,19,0.6,18.5,4.9,8.8,0.04,Legumes,Plant-based foods,,,
13-104,"Beans, pigeon peas, dahl, dried, raw","Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1434,340,1.9,0.4,51.5,1.6,49.8,14.9,21.8,0.1,Legumes,Plant-based foods,,,
13-103,"Beans, pigeon peas, whole, dried, boiled in unsalted water",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,536,127,0.5,0.1,19,0.6,18.5,6.2,8.5,0.04,Legumes,Plant-based foods,,,
13-102,"Beans, pigeon peas, whole, dried, raw",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1418,336,1.9,0.4,51.5,1.6,49.8,16.6,20.0,0.1,Legumes,Plant-based foods,,,
13-107,"Beans, pinto, dried, boiled in unsalted water",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,595,141,0.7,0.1,21.7,1.3,20.4,6.2,8.9,0,Legumes,Plant-based foods,,,
13-106,"Beans, pinto, dried, raw",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1419,336,1.6,0.2,51.9,1,48.9,14.8,21.1,0.03,Legumes,Plant-based foods,,,
13-108,"Beans, pinto, re-fried beans",Literature sources,DB,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",,434,103,1.1,0.1,13.9,0.9,13,6.4,6.3,1.05,Legumes,Plant-based foods,,,
13-660,"Beans, red kidney, canned in water, re-heated, drained","Fibre only analysed. 10 samples, 9 products, heated for 3-5 minutes",DB,13-561,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,471,112,1.0,0.2,13.8,0.8,13,6.8,8.6,0,Legumes,Plant-based foods,,,
13-659,"Beans, red kidney, dried, boiled in unsalted water","10 samples, 9 products, soaked and boiled for 40-70 minutes",DB,13-110,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,505,120,1.0,0.2,13.8,0.8,13,11.1,8.6,0,Legumes,Plant-based foods,,,
13-109,"Beans, red kidney, dried, raw",Whole beans. Analytical and literature sources,DB,50-716 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",,1321,314,1.4,0.2,40.3,2.4,34.5,26,22.1,0.05,Legumes,Plant-based foods,,,
13-654,"Beans, runner, boiled in unsalted water","11 samples, mixture of UK and imported, fresh. Tops, tails and strings removed, boiled for 5-6 minutes",DB,13-114,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,86,21,0.5,0.1,1.9,1.6,0.3,2.2,1.1,0,Legumes,Plant-based foods,,,
13-112,"Beans, runner, raw",Ends and sides trimmed,DB,50-719 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,114,27,0.4,0.1,3.1,2.8,0.4,2.3,1.6,0,Legumes,Plant-based foods,,,
13-116,"Beans, soya, dried, boiled in unsalted water",Whole beans. Analysis and literature sources,DB,50-722 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",,639,153,7.3,0.9,4.9,2.1,1.7,6.1,14.0,0,Legumes,Plant-based foods,,,
13-115,"Beans, soya, dried, raw",Whole beans. Analysis and literature sources,DB,50-721 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",,1674,401,18.6,2.3,14.7,5.3,4.4,15.7,35.9,0.01,Legumes,Plant-based foods,,,
13-117,"Beans, sword, raw",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,193,46,0.3,0.06,7.2,5.8,1.4,2,2.6,0.07,Legumes,Plant-based foods,21.0,,21.0
13-580,"Beansprouts, mung, boiled in unsalted water",Boiled 4 minutes,DB,13-053 ,"Vegetables, Herbs and Spices Supplement, 1991",,117,28,0.5,0.1,2.7,1.4,1.3,1.3,2.5,0.01,Legumes,Plant-based foods,,,
13-426,"Beansprouts, mung, raw",As purchased,DB,13-052 50-696 ,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Selenium from  'Analysis of foods for Selenium', 1994. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,146,35,0.5,0.1,3.8,2.2,1.6,1.5,2.9,0.01,Legumes,Plant-based foods,,,
13-567,"Beansprouts, mung, stir-fried in rapeseed oil",6 samples; stir-fried 2 minutes.  And calculated from raw,DB,13-427 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990, Folate from LGC 'Individual folates in foodstuffs' 1996 and selenium from 'Analysis of foods for Selenium' 1994 (raw). Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,306,74,6.1,0.47,2.4,1.4,1,0.9,1.9,0.01,Nuts and seeds,Plant-based foods,,,
19-471,"Beef bourguignon, homemade",Recipe,MR,19-330 ,Updated 2013,,598,143,6.2,2.09,2.2,0.8,1.3,0.4,14.1,0.6,Uncategorized,Other,,,
19-548,"Beef bourguignonne, made with lean beef, homemade",Recipe,MR,19-331 ,Updated 2014,,525,125,4.2,1.25,2,0.7,1.3,0.5,14.4,0.58,Uncategorized,Other,,,
17-514,Beef extract,Mixed sample including Bovril and own brands,WY,17-361 50-1175 ,"Reviewed 2013. LFRA, Nutritional analysis of soft drinks, 1993; folate data from LGC 'Individual folates in foodstuffs' 1996",,778,183,0.6,0.23,2.9,0.4,2.5,0,41.5,10.93,Uncategorized,Other,,,
19-588,"Beef olives, homemade",Rolled beef stuffed with bacon and onions. Recipe,MR,19-373 ,Updated 2014,,669,161,11.0,4.07,1.4,0.3,1.1,0.2,13.9,1.09,Uncategorized,Other,,,
19-589,"Beef steak pudding, homemade",Recipe,MR,19-358 ,Updated 2014,,883,211,10.2,5.41,17.5,0.8,16.7,1.1,11.7,0.21,Non-alcoholic beverages,Beverages,,,
19-551,"Beef Stroganoff, homemade",Recipe,MR,19-376 ,Updated 2014,,725,174,11.2,6.22,2.4,2,0,0.6,15.6,0.14,Uncategorized,Other,,,
19-552,"Beef Wellington, homemade",Recipe,MR,19-377 ,Updated 2014,,1486,357,25.5,10.19,14.8,0.8,14,1.4,16.5,0.74,Uncategorized,Other,,,
18-009,"Beef, braising steak, braised, lean and fat",Calculated from 90% lean and 9% fat,MAC, ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1029,246,12.7,5.3,0,0,0,0,32.9,0.15,Oils and fats,Other,,,
18-008,"Beef, braising steak, braised, lean only",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,943,225,9.7,4.1,0,0,0,0,34.4,0.16,Non-alcoholic beverages,Beverages,,,
18-006,"Beef, braising steak, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,582,139,5.7,2.4,0,0,0,0,21.8,0.16,Non-alcoholic beverages,Beverages,,,
18-007,"Beef, braising steak, raw, lean and fat",Calculated from 92% lean and 7% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,670,160,8.6,3.8,0,0,0,0,20.7,0.15,Oils and fats,Other,,,
18-010,"Beef, braising steak, slow cooked, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,826,197,7.9,3.4,0,0,0,0,31.4,0.13,Non-alcoholic beverages,Beverages,,,
18-011,"Beef, braising steak, slow cooked, lean and fat",Calculated from 88% lean and 10% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,907,217,11.2,4.8,0,0,0,0,29.0,0.13,Oils and fats,Other,,,
18-014,"Beef, brisket, boiled, lean",10 samples,MAC,211,"LGC, Nutrient analysis of carcase beef, 1992-1993",,940,225,11.0,4.6,0,0,0,0,31.4,0.13,Oils and fats,Other,,,
18-015,"Beef, brisket, boiled, lean and fat",Calculated from 82% lean and 15% fat,MAC,50-365 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1117,268,17.4,7.2,0,0,0,0,27.8,0.12,Oils and fats,Other,,,
18-012,"Beef, brisket, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,585,139,6.1,2.5,0,0,0,0,21.1,0.15,Uncategorized,Other,,,
18-013,"Beef, brisket, raw, lean and fat",Calculated from 79% lean and 19% fat,MAC,50-364 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,904,218,16.0,6.7,0,0,0,0,18.4,0.13,Oils and fats,Other,,,
18-005,"Beef, fat, average, cooked",Average of 8 different cuts,MAC,50-362 18-458 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993 (fatty acid data from 18-458 not integrated, data from different cuts of meat)",,2199,533,52.3,24.3,0,0,0,0,15.5,0.09,Oils and fats,Other,,,
18-003,"Beef, fat, average, raw","Average of 10 different cuts, trimmed of lean",MAC,50-361 18-431 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993 (fatty acid data in 18-431 not integrated because samples are from different cuts of meat)",,2304,558,53.6,24.9,0,0,0,0,18.9,0.07,Oils and fats,Other,,,
