Food_Code,Food_Name,Description,Food_Group,Previous,Main data references,Footnote,Edible proportion,Specific gravity,Total solids,Nitrogen conversion factor ,Glycerol conversion factor
13-096,"Beans, mung, whole, dried, raw",Literature sources,DB,50-714 ,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-100,"Beans, papri, raw",Ends trimmed; 5 samples,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,0.88,,,,
13-105,"Beans, pigeon peas, dahl, dried, boiled in unsalted water","Soaked and boiled. Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-104,"Beans, pigeon peas, dahl, dried, raw","Split peas, no seed coat. Literature sources",DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-103,"Beans, pigeon peas, whole, dried, boiled in unsalted water",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-102,"Beans, pigeon peas, whole, dried, raw",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-107,"Beans, pinto, dried, boiled in unsalted water",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-106,"Beans, pinto, dried, raw",Whole beans. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,,
13-108,"Beans, pinto, re-fried beans",Literature sources,DB,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11",,1.00,,,,
13-660,"Beans, red kidney, canned in water, re-heated, drained","Fibre only analysed. 10 samples, 9 products, heated for 3-5 minutes",DB,13-561,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,0.66,,,6.25,0.8
13-659,"Beans, red kidney, dried, boiled in unsalted water","10 samples, 9 products, soaked and boiled for 40-70 minutes",DB,13-110,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
13-109,"Beans, red kidney, dried, raw",Whole beans. Analytical and literature sources,DB,50-716 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",,1.00,,,6.25,
13-654,"Beans, runner, boiled in unsalted water","11 samples, mixture of UK and imported, fresh. Tops, tails and strings removed, boiled for 5-6 minutes",DB,13-114,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8
13-112,"Beans, runner, raw",Ends and sides trimmed,DB,50-719 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,0.86,,,6.25,
13-116,"Beans, soya, dried, boiled in unsalted water",Whole beans. Analysis and literature sources,DB,50-722 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,6.25,
13-115,"Beans, soya, dried, raw",Whole beans. Analysis and literature sources,DB,50-721 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990; and Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,6.25,
13-117,"Beans, sword, raw",Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",,0.98,,,,
13-580,"Beansprouts, mung, boiled in unsalted water",Boiled 4 minutes,DB,13-053 ,"Vegetables, Herbs and Spices Supplement, 1991",,1.00,,,6.25,0.8
13-426,"Beansprouts, mung, raw",As purchased,DB,13-052 50-696 ,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Selenium from  'Analysis of foods for Selenium', 1994. Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1.00,,,6.25,0.8
13-567,"Beansprouts, mung, stir-fried in rapeseed oil",6 samples; stir-fried 2 minutes.  And calculated from raw,DB,13-427 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990, Folate from LGC 'Individual folates in foodstuffs' 1996 and selenium from 'Analysis of foods for Selenium' 1994 (raw). Vitamin K1 from Bolton-Smith et al Br.J. Nutr.83, 2000",,1.00,,,6.25,0.956
19-471,"Beef bourguignon, homemade",Recipe,MR,19-330 ,Updated 2013,,1.00,,,,
19-548,"Beef bourguignonne, made with lean beef, homemade",Recipe,MR,19-331 ,Updated 2014,,1.00,,,,
17-514,Beef extract,Mixed sample including Bovril and own brands,WY,17-361 50-1175 ,"Reviewed 2013. LFRA, Nutritional analysis of soft drinks, 1993; folate data from LGC 'Individual folates in foodstuffs' 1996",,1.00,,,6.25,0.956
19-588,"Beef olives, homemade",Rolled beef stuffed with bacon and onions. Recipe,MR,19-373 ,Updated 2014,,1.00,,,,
19-589,"Beef steak pudding, homemade",Recipe,MR,19-358 ,Updated 2014,,1.00,,,,
19-551,"Beef Stroganoff, homemade",Recipe,MR,19-376 ,Updated 2014,,1.00,,,,
19-552,"Beef Wellington, homemade",Recipe,MR,19-377 ,Updated 2014,,1.00,,,,
18-009,"Beef, braising steak, braised, lean and fat",Calculated from 90% lean and 9% fat,MAC, ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.93
18-008,"Beef, braising steak, braised, lean only",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,
18-006,"Beef, braising steak, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-007,"Beef, braising steak, raw, lean and fat",Calculated from 92% lean and 7% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
18-010,"Beef, braising steak, slow cooked, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-011,"Beef, braising steak, slow cooked, lean and fat",Calculated from 88% lean and 10% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-014,"Beef, brisket, boiled, lean",10 samples,MAC,211,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,0.92
18-015,"Beef, brisket, boiled, lean and fat",Calculated from 82% lean and 15% fat,MAC,50-365 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.98,,,,
18-012,"Beef, brisket, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-013,"Beef, brisket, raw, lean and fat",Calculated from 79% lean and 19% fat,MAC,50-364 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
18-005,"Beef, fat, average, cooked",Average of 8 different cuts,MAC,50-362 18-458 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993 (fatty acid data from 18-458 not integrated, data from different cuts of meat)",,1.00,,,,0.95
18-003,"Beef, fat, average, raw","Average of 10 different cuts, trimmed of lean",MAC,50-361 18-431 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993 (fatty acid data in 18-431 not integrated because samples are from different cuts of meat)",,1.00,,,,0.95
18-004,"Beef, fat, average, raw, extra trimmed",Weighted average of 13 different cuts,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-018,"Beef, fillet steak, fried in corn oil, lean",16 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-019,"Beef, fillet steak, fried in corn oil, lean and fat",Calculated from 96% lean and 4% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-022,"Beef, fillet steak, from steakhouse, lean",7 samples,MAC,212,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,0.92
18-023,"Beef, fillet steak, from steakhouse, lean and fat","Calculated from 85% lean and 14% fat, including grilled and char-grilled",MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-020,"Beef, fillet steak, grilled, lean",20 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-021,"Beef, fillet steak, grilled, lean and fat",Calculated from 97% lean and 3% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-016,"Beef, fillet steak, raw, lean",17 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-017,"Beef, fillet steak, raw, lean and fat",Calculated from 94% lean and 6% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-026,"Beef, flank, pot-roasted, lean",6 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-027,"Beef, flank, pot-roasted, lean and fat",Calculated from 76% lean and 21% fat,MAC,213,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.98,,,,0.93
18-024,"Beef, flank, raw, lean",6 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-025,"Beef, flank, raw, lean and fat",Calculated from 76% lean and 23% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-030,"Beef, fore-rib/rib-roast, microwaved, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-031,"Beef, fore-rib/rib-roast, microwaved, lean and fat",Calculated from 78% lean and 22% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-032,"Beef, fore-rib/rib-roast, microwaved, lean and fat, weighed with bone",Calculated from 18-031,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.83,,,,
18-028,"Beef, fore-rib/rib-roast, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-029,"Beef, fore-rib/rib-roast, raw, lean and fat",Calculated from 75% lean and 25% fat,MAC,50-366 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-033,"Beef, fore-rib/rib-roast, roasted, lean",10 samples,MAC,50-368 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-034,"Beef, fore-rib/rib-roast, roasted, lean and fat",Calculated from 78% lean and 22% fat,MAC,50-367 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-035,"Beef, fore-rib/rib-roast, roasted, lean and fat, weighed with bone",Calculated from 18-034,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.84,,,,
18-468,"Beef, lean, average, raw","Average of 10 different cuts, trimmed of fat",MAC,18-430 18-001 50-363 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993. Iron from LGC, The determination of different forms of Iron in foodstuffs, 1997",,1.00,,,6.25,0.916
18-002,"Beef, lean, average, raw, extra trimmed",Weighted average of 13 different cuts,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-042,"Beef, mince patties, barbecued",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-507,"Beef, mince, extra lean, stewed",17 samples. Covered with 1/2 pt water per lb meat and simmered for 1 hour,MAC,18-041 ,"LGC, Nutrient analysis of carcase beef, 1992-1993; and industry data, 2013. 18-041 with fats and water content updated based on 2013 label data.",,1.00,,,6.25,0.916
18-039,"Beef, mince, frozen, stewed",10 samples. Covered with 1/2 pt water per lb meat and simmered for 1 hour,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-037,"Beef, mince, microwaved",10 samples,MAC,,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.916
18-469,"Beef, mince, raw",10 samples,MAC,18-036 50-369  ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993. Vitamin D data from LGC, Determination of 25-OH vitamin D in selected foodstuffs, 1997",,1.00,,,6.25,0.916
18-508,"Beef, mince, raw, extra lean",10 samples,MAC,18-040 ,"Fat and water content updated 2013, based on manufacturers' data; LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.92
19-607,"Beef, mince, stewed","Includes beef, onions, flour, stock and seasoning. Recipe",MR,19-408 ,Updated 2014,,1.00,,,,
18-470,"Beef, mince, stewed",10 samples,MAC,18-038 50-370  ,"Reviewed, 2013. LGC, Nutrient analysis of carcase beef, 1992-1993. Iron from LGC, 1997; Vit D from LGC, Determination of 25-OH vitamin D in selected foodstuffs, 1997; Vit K1 Bolton-Smith BrJ Nutr 83, 2000",,1.00,,,6.25,0.916
19-606,"Beef, mince, with vegetables, stewed",Recipe,MR,19-410 ,Updated 2014,,1.00,,,,
19-664,"Beef, minced, stewed with onions, extra lean","Containing beef, onions, flour, stock and seasoning. Recipe",MR,19-409 ,Updated 2014,,1.00,,,,
18-045,"Beef, rump steak, barbecued, lean",10 samples,MAC,,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.916
18-046,"Beef, rump steak, barbecued, lean and fat",Calculated from 91% lean and 8% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-472,"Beef, rump steak, fried in corn oil, lean and fat",Calculated from 87% lean and 12% fat,MAC,18-048 50-372 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993; folate from LGC, Individual folates in foodstuffs, 1996",,1.00,,,6.25,0.916
18-473,"Beef, rump steak, fried in corn oil, lean only",10 samples,MAC,18-047 50-374  ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993; folate from LGC, Individual folates in foodstuffs, 1996",,1.00,,,6.25,0.916
18-051,"Beef, rump steak, from steakhouse, lean and fat","Calculated from 85% lean and 14% fat, including grilled and char-grilled",MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-050,"Beef, rump steak, from steakhouse, lean only",10 samples,MAC,,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.916
18-474,"Beef, rump steak, grilled, lean only",10 samples,MAC,18-049 50-375 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993; folate, iron and vitamin D data from LGC reports",,1.00,,,6.25,0.916
18-043,"Beef, rump steak, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-471,"Beef, rump steak, raw, lean and fat",Calculated from 88% lean and 11% fat,MAC,18-044 50-371 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993. Iron from LGC, The determination of different forms of Iron in foodstuffs, 1997; folate from LGC, Individual folates in foodstuffs, 1996; Vitamin K1 Bolton-Smith BrJ Nutr 83, 2000",,1.00,,,6.25,0.935
18-052,"Beef, rump steak, strips, stir-fried in corn oil, lean",10 samples,MAC,,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-053,"Beef, rump steak, strips, stir-fried in corn oil, lean and fat",Calculated from 86% lean and 13% fat,MAC,,"Meat, Poultry and Game Supplement, 1995",,1.00,,,,
18-056,"Beef, silverside, pot-roasted, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-057,"Beef, silverside, pot-roasted, lean and fat",Calculated from 85% lean and 14% fat,MAC,218,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,0.93
18-054,"Beef, silverside, raw, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-055,"Beef, silverside, raw, lean and fat",Calculated from 80% lean and 18% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
18-060,"Beef, silverside, salted, boiled, lean",Calculated from 88% lean and 11% fat. Not retail ready cooked,MAC,50-379 ,"Reviewed 2013. LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,6.25,0.916
18-061,"Beef, silverside, salted, boiled, lean and fat",Calculated from 88% lean and 11% fat,MAC,50-378 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-058,"Beef, silverside, salted, raw, lean",Calculated from 80% lean and 19% fat,MAC,50-376 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-059,"Beef, silverside, salted, raw, lean and fat",Calculated from 80% lean and 19% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-062,"Beef, sirloin joint, roasted, lean",10 samples,MAC,50-382 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-063,"Beef, sirloin joint, roasted, lean and fat",Calculated from 82% lean and 16% fat,MAC,50-381 ,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-066,"Beef, sirloin steak, fried in corn oil, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-067,"Beef, sirloin steak, fried in corn oil, lean and fat",Calculated from 82% lean and 16% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
18-074,"Beef, sirloin steak, from steakhouse, lean","7 samples, including grilled and char-grilled",MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-075,"Beef, sirloin steak, from steakhouse, lean and fat","Calculated from 85% lean and 14% fat, including grilled and char-grilled",MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-070,"Beef, sirloin steak, grilled medium-rare, lean",19 samples,MAC,219,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,0.92
18-071,"Beef, sirloin steak, grilled medium-rare, lean and fat",Calculated from 86% lean and 12% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
18-068,"Beef, sirloin steak, grilled rare, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-069,"Beef, sirloin steak, grilled rare, lean and fat",Calculated from 83% lean and 16% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-072,"Beef, sirloin steak, grilled well-done, lean",10 samples,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,1.00,,,,
18-073,"Beef, sirloin steak, grilled well-done, lean and fat",Calculated from 86% lean and 13% fat,MAC,,"LGC, Nutrient analysis of carcase beef, 1992-1993",,0.99,,,,
